filename,site,day,month,year,date,PresentAbsent
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_063002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,0
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,0
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,0
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230721_073002,DF4_3,21,7,23,7/21/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_053000,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,1
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_063002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230722_073002,DF4_3,22,7,23,7/22/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,0
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_053000,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,1
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,1
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
P17-DF4-3_20230723_063002,DF4_3,23,7,23,7/23/2023,NA
